name,location,founded_date,category,description,main_url,twitter_url,angellist_url,crunchbase_url,business_model,target_client,all_tags
SupportPay,"Santa Clara, CA, USA",2010,Document Automation,The first-ever automated child support payment platform.,http://supportpay.com/,https://twitter.com/supportpayapp,https://angel.co/supportpay,http://www.crunchbase.com/organization/supportpay,Legal Service Using Tech,Individuals,"child-support, divorce"
Suralink,Salt Lake City,2014,Document Automation,Suralink updates and perfects the document request and retrieval process between professional firms and their clients.,suralink.com,,,,,,
Swarm,"Palo Alto, CA, USA",2014,No Category Assigned,Swarm delivers shared equity with blockchain technology for the sharing economy.,http://www.swarm.fund/,,,,,,
Swiftcourt,Helsingborg,2014,Online Dispute Resolution,"Swiftcourt is an online dispute resolution system, based on innovative arbitration, designed for consumers and/or businesses to facilitate arbitration processes.",swiftcourt.se,,,,,,
Syngrafii,"Toronto, ON, Canada",2015,Document Automation,Signing and contract execution (e-signatures),http://www.syngrafii.com/,,,https://www.crunchbase.com/organization/syngraffii#/entity,Legal Tech,Companies,"LegalX, MaRS, Contract Signing, Contract Execution, e-contracts"
Tapdox,"Austin, TX, USA",2012,Document Automation - Signing,Frictionless Contract Execution,http://tapdox.com/,https://twitter.com/@tapdox,https://angel.co/tapdox,http://www.crunchbase.com/organization/tapdox,Legal Tech,Companies,"documents, contracts, signing, apps"
Task Central,"Melbourne, Australia",2014,Marketplace,"We provide enterprise with secure, customisable internal marketplace's for employees to post tasks, short term projects and secondments.‰ÛÜ",http://www.taskcentral.com.au/,,,,,,
TeamPatent,"Oakland, CA, USA",2014,No Category Assigned,"TeamPatent is a semantically aware, real-time collaborative platform and collection of tools addressing the heart of what has heretofore been one of the more complex paper-based process in the world.",teampatent.com,,,,,,
TECKpert,"Miami, FL, USA",2013,No Category Assigned,TECKpert was founded in 2009 to deliver high-quality and cutting-edge solutions for the web with a focus on innovation and customer relations.,teckpert.com,,,,,,
Temple Bright,"London, UK",2013,Marketplace,We promise no nonsense commercial advice directly from a partner and excellent value for money. We achieve this through a groundbreaking business model and economies derived from technology.,http://www.templebright.com/,,,,,,
TenderScout,Dublin,2014,Practice Management,TenderScout is Saas that increases revenues by an average of 11% for professional services firms through public procurement competitions.,http://www.tenderscout.com/,,,,,,
Terminis,"London, UK",2013,Document Automation,"Terminis keeps your online contents and legal texts permanently tracked and generates bullet-proof evidences on - what your users accept when they buy or use your website, - what contents you publish on internet, - your announcements or claims on your website, - what people say about you in other websites",terminis.com,,,,,,
TermSheet,"Chennai, India",2012,Document Automation,"We're currently building Term Sheet - a platform that allows startups and investors to complete simple to syndicated deals using standardized (KISS, series seed docs) documentation and then manage and update their captable thereon using Humble Paper.",termsheet.io,,,,,,
The Expert Institute,"New York, NY, USA",2013,Marketplace,We are the fastest growing service platform for matching and directly connecting professional firms to specialty practitioners and academics.,http://www.theexpertinstitute.com/,,,,,,
The National Law Review,"Chicago, IL, USA",2013,Legal Research,"The National Law Review has the reputation of an academic law review which originally started in 1888, yet we are delivering timely, useable information in a format which is re syndicated by GoogleNews and is cited by mainstream media.",http://www.natlawreview.com/,,,,,,
Ticket Warrior,"Toronto, ON, Canada",2015,Document Automation,Ticket Warrior is the best way to get rid of your parking tickets in Toronto. Providing you with a seamless experience from start to finish,ticketwarrior.me,,,,,,
TitanFile,Waterloo,2011,No Category Assigned,"TitanFile makes it easy to communicate internally and externally with colleagues and clients, while preserving accountability.",titanfile.com,,,,,,
Top Class Actions,"Phoenix, AZ, USA",1900,Marketplace,Top Class Actions is the first online business approved by a federal court to provide legal notice online.,http://www.topclassactions.com/,,,,,,
TopicLogic,"Bath, UK",2011,No Category Assigned,TopicLogic will provide federated information management which enables users to find and share all their files and emails wherever they are and on any device.,topiclogic.net,,,,,,
TrackMyLeads,"Wilmington, DE",2014,Practice Management,TrackMyLeads tracks your calls and lead conversion to show a clear Cost Per Lead (CPL) and Client Acquisition Cost (CAC) amounts. Connect it with a Google Adwords campaign and know exactly how much you pay for each new client that is signed up.,http://trackmyleads.com/,,,,,,
TrademarkNow,"New York, NY, USA",2012,Document Automation,The most advanced trademark protection technology in the world,https://www.trademarknow.com/,https://twitter.com/TrademarkNow,https://angel.co/trademarknow,http://www.crunchbase.com/organization/trademarknow,Legal Tech,Companies,"documents, intellectual property, automation, trademark"
Traklight,"Phoenix, AZ, USA",2010,Document Automation,Identify. Protect. Succeed,http://www.traklight.com/,https://twitter.com/traklight,n/a,n/a,Legal Service Using Tech,Companies,intellectual property
Trustarte,"San Diego, CA, USA",2012,Document Automation,"Each trust can stand alone, or used in strategic combinations. Clients from any common law country can use these trusts. We also offer confidential trustee services, storage of trust documents, annual reviews, and monthly news.",trustarte.com,,,,,,
Trustatom,"Vancouver, BC, Canada",2014,Document Automation,"Trustatom makes smart contracts usable, useful and accessible. At the core of our technology stack lies Trustatom ID, a mobile privacy-respecting identity & credentials solution. Seamlessly connected with the rest of the offering, it helps businesses to reliably identify and verify their customers, as well as improve the security of their customers by using cryptographic signatures for authorizations.",trustatom.com,,,,,,
"Tunnel X, Inc.","New York City, NY, USA",2014,No Category Assigned,"Tunnel X is a Web and mobile-based (iOS/Android) platform for private conversation. Two people converse in writing, as in email or SMS.",tunnelx.com,,,,,,
Turner,"New York, NY, USA",2013,Document Automation - Mac,Contracts made easy,http://www.papersoftware.com/,https://twitter.com/papersoftware,n/a,n/a,Legal Tech,Companies,"documents, contracts, app, mac"
Tyche,"San Francisco, CA, USA",2014,No Category Assigned,"Tyche aims to build predictive analytics for legal claim outcomes based on structured, proprietary settlement data. By using public and proprietary data",tycherisk.co,,,,,,
Ubiquitous Legal Technology,"Easton, CT, USA",2011,Marketplace,"Our mission is to make quality legal representation fast and easy in a legal emergency. LawyerUp gets a top-notch, pre-screened lawyer working within 15 minutes. Guaranteed",http://lawyerupnow.com/,,,,,,
UniCourt,"Los Angeles, CA, USA",2014,Analytics,"Unicourt is a Big Data SaaS solution that creates greater efficiency in court case search, tracking, collaborative research and analytics through automation of day to day activities of case research.",unicourt.com,,,,,,
Upcounsel,"San Francisco, CA, USA",2012,Marketplace,Legal solutions for smart businesses,https://www.upcounsel.com/,https://twitter.com/UpCounsel,https://angel.co/upcounsel,http://www.crunchbase.com/organization/upcounsel,Legal Service Using Tech,Companies,"web, find-a-lawyer, business"
VaultSwap,"Austin, TX, USA",2014,Document Automation,VaultSwap is the legal tool for efficient discovery exchange.,VaultSwap.com,,,,,,
Heureka,"Cleveland, OH, USA",1900,Practice Management - Discovery,"Gain unparalleled visibility and access into unstructured data throughout your network. Heureka gives organizations the ability to extract intelligence from dark data. Perfect for legal, regulatory, compliance and cybersecurity applications.",http://www.heurekasoftware.com/,,,,,,
VentureDocs,Fort Worth,2011,Document Automation,"Customized, automated legal documents for startups to incorporate and raise money.",https://venturedocs.com/,https://twitter.com/VentureDocs,https://angel.co/venturedocs-1,http://www.crunchbase.com/organization/venturedocs,Legal Service Using Tech,Companies,"documents, forms, incorporation, start-ups"
VerdictAdvantage,"Boston, MA, USA",2012,Document Automation,"VerdictAdvantage creates an easy-to-use, powerful deliverable for attorneys to use during voir dire, which contains personal data and pictures collected from the web about potential jurors, revealing hidden biases or beliefs that can determine juror behavior.",http://www.verdictadvantage.com/,,,,,,
Verinvest Corporation,"Philadelphia, PA, USA",2013,No Category Assigned,"VERINVEST was initially launched as a convenient, economical accredited investor certification service in a secure data environment. Recently, the Company has morphed to become a full service AML/KYC platform for broker-dealers, law firms, fund administrators and wealth management firms.",verinvest.com,,,,,,
VIDITURE.INC,"San Jose, CA, USA",2014,Document Automation,"Viditure patent pending technology offers a disruptive service, which enables ‰ÛÏvideo authorization‰Û of any digital documents.",viditure.com,,,,,,
Viewabill,"Colombus, OH, USA",2012,Analytics,Real-time insight into billable activity,http://www.viewabill.com,https://twitter.com/Viewabill,https://angel.co/viewabill,http://www.crunchbase.com/organization/viewabill,Legal Service Using Tech,Companies,"billing, management"
Vindula,"Sao Paulo, Brazil",2014,No Category Assigned,"Vindula is an Social Intranet focused in people, who provide collaboration, with over 100 features (like human resources, live chat, follow and share), lets you start and setup your Intranet in a few minutes, and, improve internal communication and productivity.",vindula.com,,,,,,
Virtual Law Direct,"Los Angeles, CA, USA",2012,Marketplace,"Startups spend an average of $23,000 on legal fees. Imagine you had a resource available from your office or home to get the confidential legal advice you need, on the exact issue you need resolved, cutting out the usual costs and time.",http://www.virtuallawdirect.com/,,,,,,
Virtual Payment Systems,Indianapolis,2015,Practice Management,We provide a super easy to set up and use payment portal that lets merchants accept credit card and ACH payments.,http://virtualpaymentsystem.com/,,,,,,
Virtual Viewbox,"San Antonio, TX, USA",2014,No Category Assigned,Virtual Viewbox is a medical provider collaboration solution and medicolegal interoperability platform operating within a private cloud network using Software as a Service model to create a private Health Information Exchange and Medical Collaboration Platform.,vv.radcloud.org,,,,,,
Virtual Writing Lab,"Kiev, Ukraine",2013,Marketplace,"Virtual Writing Lab allows customers to get live tutoring and assistance with written assignment from an expert in any discipline. Be it an essay, a research paper, a coursework or a thesis ‰ÛÓ we are here to help!",http://virtualwritinglab.com/,,,,,,
VisaEase,"Austin, TX, USA",2014,Document Automation,"Our product is an online software solution that clearly and simply steps people through the process of completing US Green Card, Citizenship or Visa applications",visaease.com,,,,,,
vLex,"Barcelona, Spain",2011,Legal Research,"vLex offers different subscription products: - vLex Global, a Global Legal Research platform, with contents from more than 100 countries, with an special focus in Latin America and Southern Europe",vlex.com,,,,,,
VoiLaw,"San Francisco, CA, USA",2013,Legal Research,WebMD for law,bit.ly/voilaw,n/a,https://angel.co/voilaw,n/a,Legal Service Using Tech,Service Providers,research
Voltaire,"Denver, CO, USA",2014,Practice Management,"Voltaire helps lawyers pick better juries and be more compelling in front of the ones they seat. By analyzing a jury pool's social & public records data, Voltaire can understand the biases & proclivities of the jury panel within minutes with a depth & precision only Voltaire's deep analysis can provide and even the largest team of lawyers couldn't assemble in time.",voltaireapp.com,,,,,,
VR-Mail,"Los Angeles, CA, USA",2013,Document Automation,"VR-Mail - a safe, secure way to know when your document has arrived.",vr-mail.com,,,,,,
WayToSettle,"Chicago, IL, USA",2013,Online Dispute Resolution,"WayToSettle, parties are able to resolve their issues in a way that's fast, fair, and convenient.",waytosettle.com,,,,,,
WeConsent,"San Jose, CA, USA",2014,Document Automation,allows two or more individuals to register their mutual consent to enter into simple agreements or contracts.,http://www.weconsentinc.com/,,,,,,
WeedTraQR,"Seattle, WA, USA",2014,No Category Assigned,"WeedTraQR provides a mobile first web-application that helps marijuana producers, processors, distributors, QA Labs and retailers manager their traceability compliance data with their state regulations.",weedtraqr.com,,,,,,
Wevorce,"San Francisco, CA, USA",2012,Document Automation,Wevorce makes divorce less horrible for families and attorneys/mediators,http://www.wevorce.com/,https://twitter.com/wevorce,https://angel.co/wevorce,http://www.crunchbase.com/organization/wevorce,Legal Service Using Tech,Individuals,divorce
WhichDraft,"New York, NY, USA",2009,Document Automation,Create your legal document in minutes,http://whichdraft.com/,https://twitter.com/WhichDraft,n/a,http://www.crunchbase.com/organization/whichdraft,Legal Service Using Tech,Individuals,"documents, forms"
Willow,"San Francisco, CA, USA",2014,Document Automation,"Willow is the next generation of contract management software. Contracts have become an increasingly essential part of any business, and the lawyers, contract managers, or business people tasked with managing them are overwhelmed with data and underwhelmed by existing solutions.",startwillow.com,,,,,,
wireLawyer,"New York, NY, USA",2012,Marketplace,Network. Get Work.,http://www.wirelawyer.com,https://twitter.com/wireLawyer,https://angel.co/wirelawyer,http://www.crunchbase.com/organization/wirelawyer,Legal Service Using Tech,Service Providers,"web, find-a-lawyer, referral, network"
Workproducts Inc,"Chantilly VA, USA",1995,Practice Management,"WorkProducts, Inc. provides evidence lifecycle management solutions. The Company's product MatterSpace ELM is the eDiscovery software application based on Microsoft Office technology. It integrates Retention/preservation management, early case assessment, case strategy, and ESI production. MatterSpace ELM provides for identification, preservation, de-duplication, indexing, collection, culling, analysis, tagging, and production of unstructured electronically stored information (ESI) for all identified custodians and sources. This includes all enterprise accessible desktops, file shares, exchange email, domino email, sharepoint, symantec enterprise vault, etc.",http://www.workproducts.com,,,https://www.crunchbase.com/organization/workproducts,,,
WorthIT Legal,"Toronto, ON, Canada",2015,Practice Management,Sharepoint wiki software for lawyers,http://www.worthitsolutions.com/,,,,Legal Tech,Companies,Document Management
Writora,"Philadelphia, PA, USA",2014,Document Automation,Writora is a document collaboration tool designed to work the way writers create documents together,writora.com,,,,,,
X2X Community,Portland,2015,No Category Assigned,The court systems are inefficient bureaucracies that lack funds required to modernize.,http://www.x2xcommunity.com/,,,,,,
XMLAW,"Boston, MA, USA",2014,Practice Management,"Built on Microsoft's SharePoint platform, XMLAW's OneView suite powers a law firm's information and knowledge management initiatives and provides the tools they need to take control of their information.",xmlaw.net,,,,,,
Yuristiya,Russia,2014,No Category Assigned,Yuristiya is connecting anyone with a legal need to the best attorneys in the CIS region (ex-USSR) with 300 mln. Russian-speaking population.,yuristiya.com,,,,,,
Zapproved Inc,"Portland, OR, USA",2008,Practice Management,"Zapproved Inc. is a United States-based company engaged in developing cloud-hosted software for corporate in-house legal departments. The Company's Z-Discovery platform is characterized by ease-of-use, scalability of processing power, data security and accessibility. The Z-Discovery Platform is offered as a Software-as-a-Service (SaaS). It is comprised of a suite of cloud-based applications that offers a solution for managing the modern e-discovery process. The Company's products include Legal Hold Pro, Data Collect Pro and Digital Discovery Pro. Its Legal Hold Pro automates legal hold notification, collects request tracking and terminates employee data preservation. The Data Collect Pro provides remote data collection and early data assessment. The Digital Discovery Pro's solution includes data processing, culling, document review, tagging and exports.",http://www.zapproved.com,,,https://www.crunchbase.com/organization/zapproved,,,
ZipCourt,"Palo Alto, CA, USA",2011,Online Dispute Resolution,"ZipCourt is an online courtroom with an elegant, clean design and can handle a range of disputes, from simple disagreements to complex disputes.",zipcourt.com,,,,,,
ZoundsHearing.com,"Phoenix, AZ, USA",1900,No Category Assigned,,http://www.zoundshearing.com/,,,,,,
