name,location,founded_date,category,description,main_url,twitter_url,angellist_url,crunchbase_url,business_model,target_client,all_tags
DroidLaw,"San Francisco, CA, USA",1900,Legal Research,,droidlaw.com,,,,,,
E-Nact,"Philadelphia, PA, USA",2013,Document Automation,"E-Nact coordinates multi-party deal-making, negotiation, and consensus building. It ensures momentum toward solution of complex processes, and it does so reliably, with specific, measurable outcomes that results from our deal-sprints.",http://enactllc.wordpress.com/,,,,,,
EasyDataMaps,"Melbourne, Australia",1900,Analytics,"Trusted by Fortune 1000 companies and their advisors, EasyDataMaps is award-winning web-based data mapping software and the easiest way for Information Professionals to rapidly create an Evergreen Organizational Data Map of their Information Assets.",https://easydatamaps.com/,,,,,,
EasyIntake,"Los Angeles, CA, USA",2014,Practice Management - Intake,Seamless client intake in the cloud for lawyers.,http://easyintake.com/,https://twitter.com/EasyIntake,n/a,n/a,Legal Tech,Service Providers,"cloud, intake"
EasyLaw.in,"New Delhi, India",2014,Marketplace,"EasyLaw.in has already developed a MVP assisting clients in finding experts such as lawyers, chartered accountants, company secretaries and other affiliated professionals located near them.",easylaw.in,,,,,,
EasyNDA,"Palo Alto, CA, USA",2014,Document Automation,"EasyNDA sends completed NDA PDFs to both parties automatically. Store them wherever you like. Or connect your DropBox, Box, or Evernote account and EasyNDA will automatically store an additional copy to your cloud. Oh, and we'll remember to send one to your attorney.",easynda.com,,,,,,
eBrevia,"Stamford, CT, USA",1900,Analytics - Contracts,,www.ebrevia.com,,,http://www.crunchbase.com/organization/foxwordy,,,
EchoSign,"Palo Alto, CA, USA",2012,Document Automation,,echosign.com,,,,,,
eDepoze,Irvine,2012,Practice Management - Deposition,Cloud-based legal deposition software system.,http://edepoze.com/,https://twitter.com/eDepoze,https://angel.co/edepoze,n/a,Legal Tech,Service Providers,"depositions, cloud"
Effective decision,"Kiev, Ukraine",2013,Document Automation,"Effective decision LLC is a business helper, aimed on efficiency and don't hesitate in choosing of instruments for optimization, innovation and growth",angel.co,,,,,,
Emerald Technology Valuations LLC,"San Francisco, CA, USA",1997,Practice Management,"Emerald Technology Valuations LLC is a United States-based company, which provides appraisal, disposition and advisory services to technology equipment and inventories. The Company offers equipment and inventory collateral assessment for lenders, such as liquidation value analysis, fair market value analysis, and equipment and inventory inspections; and liquidations of high technology equipment and inventories, including on-site and/or Web-based auctions, targeted marketing of assets to buyers, and thorough and professional execution of each auction. It also provides consultation and asset valuation of lease transactions that include residual value studies and sale leaseback analysis; and expert testimony and asset valuation for legal proceedings, such as expert testimony and pre-litigation consulting services. It also serves the financial industry.",http://www.emerald-tech.com/,,,,,,
eQuibbly,"Toronto, ON, Canada",2012,Document Automation,The legally binding alternative to Small Claims Court,https://www.equibbly.com/,https://twitter.com/equibbly,n/a,n/a,Legal Service Using Tech,Individuals,"arbitration, small-claims, odr"
eShares,"Palo Alto, CA, USA",2012,Document Automation,Electronic Stock Certificates,https://www.esharesinc.com/,https://twitter.com/esharesinc,https://angel.co/eshares,http://www.crunchbase.com/organization/eshares,Legal Service Using Tech,Companies,stock certificates
Esq. Safe,"New York, NY, USA",2013,Practice Management,A secure cloud-based legal practice management suite for attorneys & paralegals.,http://esqsafe.launchrock.com/,n/a,https://angel.co/esq-safe-1,n/a,Legal Tech,Service Providers,"cloud, practice management"
Esq.me,"New York, NY, USA",2013,Marketplace,The First Exclusive Market Place for Lawyers,https://esqmelaw.com/,n/a,https://angel.co/esq-me-2,n/a,Legal Service Using Tech,Service Providers,"web, find-a-lawyer, referral, network"
EsqSocial,"New York, NY, USA",2013,Marketplace,The Lawyer's Network,http://www.esqsocial.com/,https://twitter.com/esqsocial,https://angel.co/esqsocial,n/a,Legal Service Using Tech,Service Providers,"web, find-a-lawyer, social network"
Etherparty,"Los Angeles, CA, USA",2015,No Category Assigned,Etherparty is about simple tools for the next generation of Blockchain-connected economies powered by Smart Contract automation. No programming required.,etherparty.io,,,,,,
Everlaw,"Berkeley, CA, USA",2010,Practice Management - Litigation,Unified platform for e-discovery and litigation,http://everlaw.com,https://twitter.com/EverlawInc,https://angel.co/everlaw,http://www.crunchbase.com/organization/easyesi,Legal Tech,Service Providers,"discovery, litigation"
everplans,"New York, NY, USA",2012,Document Automation,A practical approach to life and death.,https://www.everplans.com/,https://twitter.com/everplans,https://angel.co/everplans,http://www.crunchbase.com/organization/everplans,Legal Service Using Tech,Individuals,"wills, estates"
experdocs,"Scottsdale, AZ, USA",1900,Practice Management - Litigation,,www.experdocs.com,,,,,,
ExpertBids,"Chicago, IL, USA",2011,Marketplace,"ExpertBids is an easier way for entrepreneurs and businesses to find the right professional service providers; specifically lawyers, accountants and consultants.",expertbids.com,,,,,,
EzVsa,Jersey City,2015,Marketplace,EzVsa creates an online marketplace for potential immigrants to meet/get hired with companies who need speciality visa immigrants.,app.ezvsa.com,,,,,,
FactBox,"San Francisco, CA, USA",2013,Practice Management,FactBox is the SaaS Platform for Professional Services Freeing Professionals to do the work they were hired to do.,getfactbox.com,,,,,,
Fair Document,"Palo Alto, CA, USA",2011,Marketplace,We provide affordable access to lawyers and allow users' easy control over all their legal documents.Ìø_,http://fairdocument.com,https://twitter.com/fairdocuments,https://angel.co/fair-document,n/a,Legal Service Using Tech,Individuals,"documents, web, find-a-lawyer"
Fastcase,"Washington, DC, USA",1900,Legal Research,,www.fastcase.com,,,,,,
FindMySong,"Los Angeles, CA, USA",2013,No Category Assigned,"FindMySong is an online music collaborative platform for musicians to network, create projects and manage their copyright all in one place.",http://www.findmysong.com/,,,,,,
Firmex,"Toronto, ON, Canada",2015,Practice Management - Transactions,Virtual data room SaaS,http://www.firmex.com/,https://twitter.com/firmex,https://angel.co/firmex,https://www.crunchbase.com/organization/firmex#/entity,Legal Tech,Companies,"SaaS, Data Room, Transactions, Document Sharing, Document Exchange"
Firmzen,Mumbai,2012,Practice Management,"Firmzen is web-based practice management / office automation software for finance and legal professionals - Chartered Accountants, Certified Public Accountants, Company Secretaries, Tax Consultants.",firmzen.com,,,,,,
FiscalNote,"Washington, DC, USA",2011,Analytics,"At FiscalNote, we've built a platform for real-time open data analysis that aggregates, analyzes, and forecasts legal data.",fiscalnote.com,,,,,,
Fixed,"San Francisco, CA, USA",2013,Marketplace - Mobile,The easiest way to fix a parking ticket.,http://www.getfixed.me/,https://twitter.com/GetFixedMe,https://angel.co/fixed,http://www.crunchbase.com/organization/fixed-parking-tickets,Legal Service Using Tech,Individuals,"find-a-lawyer, mobile, app, parking tickets"
FlatLaw,"Toronto, ON, Canada",2015,Marketplace,FlatLaw is a directory of lawyers who provide flat-rate legal services.,http://www.flatlaw.ca,https://twitter.com/FlatLawCanada,,,Legal Service Using Tech,Individuals,"find-a-lawyer, flat fee, directory"
Forced Labour Abolition Group (FLAG),"New Delhi, India",2015,No Category Assigned,"FLAG is the only existing program to use law and technology to strengthen, link and magnify the impact of projects to end forced labor.",flag-justice.org,,,,,,
Foresight Legal,"Long Beach, CA, USA",2013,No Category Assigned,,http://foresightlegal.com/,,,,,,
Foundee,Swansea,2013,Marketplace,"Foundee is an online market place for new ideas, startups and existing businesses.",foundee.com,,,,,,
Foxwordy,"Palo Alto, CA, USA",2014,No Category Assigned,"Foxwordy is the first private social network for lawyers. Lawyers need privacy and discretion. Lawyers have to comply with rules of ethics and worry about consumer disclaimers when discussing and sharing on legal topics in the open. They need anonymity and the ability to take things ""off the record.""",foxwordy.com,,,,,,
Foxwordy Inc.,"Palo Alto, CA, USA",2012,Marketplace,The private social network for attorneys.,https://www.foxwordy.com,https://twitter.com/foxwordyinc,https://angel.co/foxwordy-inc,http://www.crunchbase.com/organization/foxwordy,Legal Service Using Tech,Service Providers,"web, find-a-lawyer, social network"
FreelanceLaw,"San Diego, CA, USA",2009,Marketplace,Connecting law firms to legal professionals,http://www.freelancelaw.com/,https://twitter.com/freelancelaw,n/a,n/a,Legal Service Using Tech,Service Providers,recruiting
Get Lawyer App,"New York, NY, USA",2014,Marketplace,"GetLawyer App's vision is to enable people to fulfill their legal rights in a smart, simple and fair way by using technology and crowd wisdom.",,,,,,,
GhostPractice,"Toronto, ON, Canada",2015,Practice Management,Practice management software,http://www.ghostpractice.ca/,,,,Legal Tech,Companies,"Case Management, Document Management, Time Tracking, Legal Accounting"
Global-Regulation.com*,"Toronto, ON, Canada",2015,Legal Research,World legislation search engine with translations,http://www.global-regulation.com,,https://angel.co/global-regulation,,Legal Tech,Companies,"LegalX, MaRS, Search, Policy, Research, Regulation, Legislation"
GPSOX,Saint Louis,2015,No Category Assigned,"GPSOX lets the 560,500 solo and small firm attorneys seek and advice from other attorneys in a safe, attorney-only environment.",gpsox.com,,,,,,
Gracular,"Columbia, MD, USA",2015,Analytics,"Gracular Patent Analytics is a SaaS web-based solution that provides real-time patent analysis and data visualization to identify promising published patent applications and issued patents, and novel inventions.",gracular.com,,,,,,
Habeas Corp.,"San Francisco, CA, USA",2013,No Category Assigned,"With Habeas: Find lawyers with the right expertise and experience for your needs , Connect with corporate counsel, Follow peers, colleagues, firms and clients, Craft a lawyer profile that gets you noticed",habeas.co,,,,,,
HaystackHQ,"Brisbane, Australia",2011,Analytics,"HaystackHQ is a browser-based visual analytics service for legal eDiscovery targeting regulatory agencies, tier-1 law firms & the Fortune 5000 companies they serve.",http://haystackhq.com/,,,,,,
Hire an Esquire,"Philadelphia, PA, USA",2011,Marketplace,Legal Staffing Redefined Online,https://www.hireanesquire.com,https://twitter.com/HireAnEsquire,https://angel.co/hire-an-esquire-1,http://www.crunchbase.com/organization/hire-an-esquire,Legal Service Using Tech,Service Providers,"web, recruiting"
Hoip,"Belgrade, Serbia",2013,Marketplace,It's the easiest way to get advice from verified professionals. From your mobile phone.,hoip.me,,,,,,
Horizon,"Bangkok, Thailand",2014,No Category Assigned,"Our product is in private alpha, sign up at Horizon.VC",Horizon.VC,,,,,,
HotDocs,"Lindon, UT, USA",1900,Document Automation,,www.hotdocs.com,,,http://www.crunchbase.com/organization/rsvp-law,,,
HoudiniEsq,"Raleigh, NC, USA",2009,Practice Management,Cloud based Legal Practice Management SaaS,http://houdiniesq.com/,https://twitter.com/HoudiniESQ,https://angel.co/houdiniesq-logicbit-software,n/a,Legal Service Using Tech,Service Providers,"cloud, practice management"
Hubbard One,"Chicago, IL, USA",2014,Legal Research,,,,,,,,
ImpactGRC,Minneapolis,2014,No Category Assigned,,,,,,,,
Impera,"San Francisco, CA, USA",2012,No Category Assigned,Impera provides legal support for people who want to represent themselves. We are your guides in the world of law. Our objective is to help you find solutions without incurring legal bills that are disproportionate to the problem.,http://www.imperalegal.com/,,,,,,
iNation,Pompano Beach,2015,Document Automation,"iNation is the world's first secure, distributed, cryptographically verifiable store of legal documents. The customer is in the real world; from the education, probate / wills, to the title industry (and more) with our easy to use premium SaaS platform.",ination.io,,,,,,
InCloudCounsel,"San Francisco, CA, USA",2013,Document Automation,"InCloudCounsel manages and processes high volume legal documents. With our network of expert, virtual attorneys and our cloud-based document management software, our service allows our clients to reduce legal costs, increase quality and consistency, and enhance document and legal data management.",http://www.incloudcounsel.com/,,,,,,
Indexed IO,"Denver, CO, USA",2011,Practice Management,"Indexed IO is a cloud-based electronic evidence discovery (EED) solution that puts the power of cloud computing into the hands of attorneys, law firms, and corporate legal teams.",indexedio.com,,,,,,
Infotems,"Toronto, ON, Canada",2015,Practice Management,Software for immigration law practices,http://www.infotems.com/,https://twitter.com/infotems,https://angel.co/infotems,,Legal Tech,Companies,"Immigration, SaaS, Practice Management"
Inkdit,Edmonton,2012,Document Automation - Signing,Inkdit takes the mundane contracts ...the ones wasting your time and paper every day and optimizes them for web and mobile.,inkdit.com,,,,,,
InLaw.Me,"Cleveland, OH, USA",2011,Marketplace,Your marketplace for jobs in law.Ìø_,http://www.inlaw.me/,https://twitter.com/inlawdotme,https://angel.co/inlaw-me,n/a,Legal Service Using Tech,Service Providers,"web, recruiting, legal marketplace"
Inolyst,"Bangalore, India",2014,Marketplace,"Inolyst is an one stop platform for startups, entrepreneurs for getting their IPR and legal needs done in a simple, acessible and affordable manner.",inolyst.com,,,,,,
Intelligize,"New York, NY, USA",1900,Legal Research,,http://www.intelligize.com/,,,,,,
IP Shark,"Los Angeles, CA, USA",2014,Legal Research,"This is why we've streamlined an affordable process and built proprietary technology to effectively enforce your trademarks, patents, and copyrights.",ip-shark.com,,,,,,
ipInstruments,Tallinn,2014,No Category Assigned,,http://ipinstruments.com/,,,,,,
iPleaders,"New Delhi, India",2013,Legal Education,"iPleaders builds mass legal literacy programs targeted to solve real life problems. We help Indian universities to build world class, profitable and highly accessible online and mobile learning courses around law, and then sell these courses to learners across the world.",ipleaders.in,,,,,,
ipnexus,"Palo Alto, CA, USA",2014,Marketplace,"ipnexus ( ipnexus.com ) is a global one-stop shop for innovation and intellectual property matching startups, inventors, SMEs, universities and innovators with lawyers, patent attorneys, investment experts and other professionals worldwide, who can help them build their ventures and protect and monetize their intellectual property",ipnexus.com,,,,,,
Ipselex,Hong Kong,2013,Legal Research,"We're currently readying the launch of our SaaS platform Ipselex. Based on algorithms developed over the last 4 years involving natural language processing and true 'deep learning', Ipselex automates patent search, infringement and validity analysis, analytics and benchmarking, and application preparation.",ipselex.com,,,,,,
irksol,India,2014,No Category Assigned,"In a developing E-Governance driven country with a population of 1.3 Billion, public services are heavily relied upon",irksol.com,,,,,,
iubenda,Milan,2011,Document Automation,Privacy policy generator,https://www.iubenda.com/en,https://twitter.com/iubenda,https://angel.co/iubenda,http://www.crunchbase.com/organization/iubenda,Legal Tech,Service Providers,"documents, automation, document generation, privacy policy"
IVIZE Services Inc,,1996,Practice Management,"Modus, LLC, formerly known as IVIZE Services, Inc., is a United States-based company, which provides eDiscovery services. The Company offers fixed fee managed services that restore visibility and control over outsourced legal spend, and eliminate uncertainty from the discovery process. Its eDiscovery consulting services include process/workflow strategy, collection assessment, collection plan, case setup advice and user training and advice. The Company supports native file processing, full tiff processing and email processing. Its collection services include evidence identification, data harvesting and forensic collection, forensic imaging, live and targeted data acquisitions, preservation and analysis. The company provides technology services to corporate law departments and law firms.",,,,,,,
JammedUp,"New York, NY, USA",2012,Marketplace,"When Trouble Finds You, You Find Us",http://www.jammedup.com/,https://twitter.com/jammedupusa,https://angel.co/jammedup,n/a,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
Judicata,"San Francisco, CA, USA",2012,Legal Research - Big Data,Mapping the legal genome to help you better understand the law.,https://www.judicata.com,n/a,https://angel.co/judicata,http://www.crunchbase.com/organization/judicata,Legal Service Using Tech,Service Providers,"research, big data"
Juridicus,"Sofia, Bulgaria",2012,Legal Research,"It is a web-portal containing legal information about Bulgaria, Serbia, Bosnia and Herzegovina, Montenegro and Macedonia.",juridicus.eu,,,,,,
Jurify,"Dallas, TX, USA",2011,Legal Research - Crowdsourcing,No lawyer is smarter than all lawyers,http://www.jurify.com,https://twitter.com/jurify,https://angel.co/jurify,n/a,Legal Service Using Tech,Service Providers,"research, crowd-sourcing"
Jurispect,"San Francisco, CA, USA",2014,Analytics,Legal intelligence and collaboration for companies.,http://jurispect.com/,https://twitter.com/jurispect,https://angel.co/jurispect,n/a,Legal Tech,Companies,"collaboration, analytics, data mining"
Juristat,"St. Louis, MO, USA",2012,Analytics,We Help Lawyers Predict the Future,http://www.juristat.com,https://twitter.com/juristat,https://angel.co/juristat,http://www.crunchbase.com/organization/juristat,Legal Tech,Service Providers,"analytics, data mining"
Jurisweb Interactiva SL,,1900,Marketplace,"Jurisweb Interactiva SL is is a Spain-based company that provides personal legal services. The Company offers legal services via its Website derecho.com. Among the Company's services are civil lawyer consultancy, divorce lawyer consultancy, immigration and nationality lawyer consultancy, mortgage lawyer consultancy and notaries, labor lawyer consultancy, commercial lawyer consultancy, and criminal layer consultancy. The Company provides legal and consultancy services for individual clients as well as for enterprises.",,,,,,,
Jury Box,"San Diego, CA, USA",2013,No Category Assigned,"Jury Box is a proven, well-reviewed software program which allows users to digitally manage all aspects of the jury selection process. Jury Box ends the pain of jury selection organization by allowing Its users to scrap the previously prevailing method of depending on Post-itå¨ Notes.",jurybox.com,,,,,,
Justia,"Mountain View, CA, USA",2012,Legal Research,,justia.com,,,http://www.crunchbase.com/organization/clearnda,,,
Justice Bid,"Chicago, IL, USA",2012,Marketplace,"Strategic Sourcing: Advancing Legal Procurement. That's who we are, what we are about, and what we do.",JusticeBid.com,,,,,,
JusticeBid,,1900,Marketplace,,justicebid.com,,,http://www.crunchbase.com/organization/contractually,,,
JusticeBox,"New York, NY, USA",2011,Online Dispute Resolution,Justice Box offers a platform that offers online dispute resolution services.,http://www.justicebox.net/,n/a,https://angel.co/justicebox-net,http://www.crunchbase.com/organization/justicebox,Legal Service Using Tech,Individuals,odr
JustiServ,"Boston, MA, USA",2014,Marketplace,"Find a quality, affordable lawyer",http://justiserv.myinstapage.com/,n/a,https://angel.co/justiserv,n/a,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
Kabuk Law,"Toronto, ON, Canada",2015,Marketplace,Lawyer discovery and appointment scheduling,https://www.kabuklaw.com,https://twitter.com/KabukLaw,https://angel.co/kabuk-1,https://www.crunchbase.com/organization/kabuk-for-law#/entity,Legal Tech,Individuals,"LIZ, Marketplace, Paralegal Marketplace, Scheduling"
Karnov Group Denmark A/S,,1986,No Category Assigned,"Karnov Group Denmark A/S, which was formerly known as Thomson Reuters Professional A/S, is a Denmark-based provider of online legal professional information. The Company provides subscription-based legislation, case law and regulatory information primarily online. Its customers include law firms, companies, government lawyers and law students, as well as accounting firms and corporate accountants.",https://www.karnovgroup.dk,,,,,,
Kinso,"Toronto, ON, Canada",2015,Practice Management,Family law matter management,http://www.kinso.ca/,,,,Legal Tech,Companies,"LIZ, Practice Management, Family Law"
Kira,"Toronto, ON, Canada",2015,Document Automation,Contract analysis using machine learning,https://kirasystems.com/,https://twitter.com/KiraSystems,,,Legal Tech,Companies,"Document Automation, Machine Learning, Contracts"
Knomos,"Vancouver, BC, Canada",2015,Legal Research,Visualization of laws,http://www.knomos.ca/,https://twitter.com/theknomos,https://angel.co/knomos,,Legal Tech,Companies,"LegalX, MaRS, Machine Learning, Education, Research, Data Visualization"
Korbitec,"Toronto, ON, Canada",2015,Document Automation,Automating court forms for civil litigation,http://www.korbitec.ca/,https://twitter.com/KorbitecACL,,,Legal Tech,Companies,"Document Automation, Civil Litigation, Practice Management, Case Management"
Lar21,"Sao Paulo, Brazil",2014,No Category Assigned,"The Lar21 provides a system for managing labor requirements of domestic workers. Using the employer home phone, we log the working hours of domestic workers",lar21.com,,,,,,
Last5,"San Francisco, CA, USA",2012,Practice Management,"Last5 is the Minimum Effective Dose of time tracking, which works by ""checking in"" on tasks and reporting about what you're doing periodically. Works on Mac, Windows, iPhone.",last5.co,,,,,,
Lateral.ly,"San Francisco, CA, USA",2014,Marketplace,Where firms hire associates,https://lateral.ly/,n/a,https://angel.co/laterally,n/a,Legal Service Using Tech,Service Providers,recruiting
Laterally,"San Francisco, CA, USA",2014,Marketplace,"Lateral.ly is the first two-sided recruiting marketplace for the legal industry, transforming the way lawyers find jobs, employers find talent, and reconfiguring an industry dominated by headhunters. Currently focused on the high-end legal market, we‰Ûªve brought together thousands of associates and the nation's top firms.",http://lateral.ly/,,,,,,
Law Angels,,2013,No Category Assigned,"Any startup that is focused on the legal economy. This can be directly related to the delivery of legal services, an expert tool for lawyers and legal serves providers, business tools and analytics, data related products and services, or consumer focused services and software.",,,,,,,
Law Mixer,Lexington-fayette,2015,Marketplace,"Law Mixer is a website that efficiently links people, attorneys, and the law.",lawmixer.com,,,,,,
Law Scout,"Toronto, ON, Canada",2015,Marketplace,Hiring fixed-fee lawyers who work online,https://www.lawscout.ca/,https://twitter.com/mylawscout,https://angel.co/law-scout,https://www.crunchbase.com/organization/law-scout#/entity,Legal Tech,Companies,"LegalX, MaRS, Marketplace, Small Business, SME, Fixed Fees"
LawAnswers,"Melbourne, Australia",2014,Marketplace,Australia's #1 Free Legal Aid and Legal Questions Forum,http://www.lawanswers.com.au/,,,,,,
Lawbrery,"San Francisco, CA, USA",1900,No Category Assigned,"Lawbrery is an interface for learning law in a geeked-out, interactive, and entertaining way!",http://www.thelawbrery.com/,,,,,,
Lawcus,"San Diego, CA, USA",2014,Practice Management,Practice law without email.,http://lawcus.com/,https://twitter.com/LawcusHQ,n/a,n/a,Legal Tech,Service Providers,practice management
LawDeal,"Los Angeles, CA, USA",2014,Document Automation,FREE DIY Legal Documents.,https://lawdeal.com/,https://twitter.com/lawdeal,https://angel.co/lawdeal,http://www.crunchbase.com/organization/lawdeal,Legal Service Using Tech,Companies,"documents, free, diy"
LawDeeDa,"Dallas, TX, USA",2011,Marketplace,LawDeeDa introduces you to authentic attorneys,http://www.lawdeeda.com/,https://twitter.com/LawDeeDa,n/a,n/a,Legal Service Using Tech,Individuals,find-a-lawyer
Lawdingo,"New York, NY, USA",2012,Marketplace,Lawdingo helps people connect with attorneys for legal consultations over the internet.,http://www.lawdingo.com,https://twitter.com/thelawdingo,https://angel.co/lawdingo,http://www.crunchbase.com/organization/lawdingo,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
Lawditor.com,"Birmingham, AL",2014,No Category Assigned,,lawditor.com,,,,,,
LAWfone on Demand,West Palm Beach,2014,Marketplace,"With the LAWfone app, you can have a Video consultation with an experienced attorney in your state immediately at the push of a button.",lawfone.com,,,,,,
Lawfty,"New York, NY, USA",2013,No Category Assigned,We are building a mobile/web Pay-Per-Click marketing platform that efficiently drives leads to small personal injury firms.,ww.lawfty.com,,,,,,
Lawful.ly,"Austin, TX, USA",2013,Legal Research - Crowdsourcing,Rapgenius for the law,http://lawful.ly,https://twitter.com/lawful_ly,https://angel.co/lawful-ly,http://www.crunchbase.com/organization/lawful-ly,Legal Service Using Tech,Service Providers,"research, crowd-sourcing"
Lawger,Eugene,2014,Marketplace,"We connect bargain-seeking clients to willing-and-able lawyers. Clients name their price and submit their legal issue. Pre-approved lawyers receive an invitation to take the case. If the client accepts, the deal is on.",Lawger.com,,,,,,
LawGives,"Palo Alto, CA, USA",2011,Marketplace,Find Legal Help You Can Trust,http://www.lawgives.com/,https://twitter.com/LawGives,https://angel.co/lawgives,http://www.crunchbase.com/organization/lawgives,Legal Service Using Tech,Individuals,find-a-lawyer
LawGo Inc.,"New York, NY, USA",1900,Marketplace,"LawGo.co is the online 'one-stop-shop' where you can diagnose your legal needs and purchase a broad assortment of personal legal services at published, flat-rate prices with consistently high levels of quality and customer service -- and a satisfaction guarantee.",lawgo.co,,,,,,
LawKick,"Los Angeles, CA, USA",2012,Marketplace,The easiest way to find a lawyer.,https://LawKick.com,https://twitter.com/LawKick,https://angel.co/lawkick,http://www.crunchbase.com/organization/lawkick,Legal Service Using Tech,Individuals,find-a-lawyer
LawMeets,"Glenside, PA",2011,Legal Education,Practical Learning for Aspiring and Practicing Lawyers,http://www.lawmeets.com/,https://twitter.com/LawMeets,n/a,n/a,Legal Service Using Tech,Service Providers,"legal education, continuing legal educaation"
Lawnearme.com,"New York, NY, USA",2013,Marketplace,LawNearMe.com is the first website to allow consumers to search local lawyers and book a consultation instantly,http://www.lawnearme.com/,https://twitter.com/LawNearMe,n/a,http://www.crunchbase.com/organization/lawnearme-com,Legal Service Using Tech,Individuals,"web, find-a-lawyer, local, appointment booking"
Lawpolis,"Washington, DC, USA",2013,Marketplace,Collaborative community for lawyers,http://www.lawpolis.com/,https://twitter.com/Lawpolis,https://angel.co/lawpolis-inc,n/a,Legal Service Using Tech,Service Providers,"web, find-a-lawyer, social network"
LawStud.io LLC,"Chicago, IL, USA",2014,Marketplace,"Reinventing our legal system, one bid at a time.",http://www.lawstud.io,https://twitter.com/lawstud_io,https://angel.co/lawstud-io-llc,n/a,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
LawTake,United States,2013,Marketplace,"LawTake is a marketplace for lawyers to post information that consumers can purchase, namely, entertaining and informative videos on the law.",LawTake.com,,,,,,
LawTrades,"New York, NY, USA",2013,Marketplace,"Talk to a lawyer, instantly.",http://www.lawtrades.com,https://twitter.com/LawTrades,https://angel.co/lawtrades,http://www.crunchbase.com/organization/lawtrades,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
LawVisors,"New York, NY, USA",2013,Marketplace,A new way to talk to a lawyer,http://lawvisors.com,https://twitter.com/@LawVisors,https://angel.co/lawvisors-2,n/a,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
LAWYA,"Tel Aviv, Israel",2013,Marketplace,"Lawya is, for now, just an android-mobile app makes the law accessible and friendly. For free. At the click of a button. No big deal.",Lawya.com,,,,,,
LawyerFair,"London, UK",2014,Marketplace,LawyerFair is raising the bar in the online legal comparison & procurement space.,lawyerfair.co.uk,,,,,,
Lawyerfy,"New Orleans, LA, USA",2012,Practice Management,We are putting our CS & JD degrees to work. The legal world won't know what hit it.,lawyerfy.com,,,,,,
LawyerLinx,"Toronto, ON, Canada",2015,Marketplace,Sourcing and receiving quotes for lawyers,https://www.lawyerlinx.com/,https://twitter.com/LawyerLinx,https://angel.co/lawyerlinx,,Legal Tech,Companies,"LIZ, Lawyer Matching, Marketplace, referral"
LawyerMatch,"Chicago, IL, USA",2013,Marketplace,Finding a lawyer should be easy.,https://lawyermatch.me,https://twitter.com/Lawyer_Match,https://angel.co/lawyermatch,http://www.crunchbase.com/organization/lawyermatch,Legal Service Using Tech,Individuals,"web, find-a-lawyer"
LawyerUp,"Easton, CT, USA",1900,Marketplace,,www.lawyerup.com,,,,,,
LawZam,"Los Angeles, CA, USA",2012,Marketplace,Answers to legal questions and free legal advice online.,https://www.lawzam.com/,https://twitter.com/LawZam,n/a,n/a,Legal Service Using Tech,Individuals,"web, find-a-lawyer, advice"
Legal Chrome,"Chicago, IL, USA",2014,Analytics,Legal Chrome provides big data analytics for legal professionals to speed up legal their case research with highly accurate and relevant cases.,patent-chrome.com,,,,,,
Legal Flow,"Lisbon, Spain",2014,Practice Management,Legal Flow‰Ûªs mission is to build the most visual & easy-to-use Legal Project Management SaaS for the next generation of lawyers.,legalflow.pro,,,,,,
Legal Hero,"New York, NY, USA",2014,Marketplace,"Pre-vetted lawyers, enabled by efficiency-driving technology, all at fixed prices posted online for the world to see.",legalhero.com,,,,,,
Legal Line,"Toronto, ON, Canada",2015,Marketplace,Legal information in Q&A format,http://www.legalline.ca/,https://twitter.com/legalline_ca,,,Legal Tech,Individuals,"Education, A2J, Access to justice, Q&A, Help Line"
Legal Passage,"Oakland, CA, USA",2014,No Category Assigned,A scalable solution for better divorces. Legal Passage educates consumer and breaks down the divorce process into milestones and allows customers to more efficiently consume legal advice when needed.,http://www.legalpassage.com/,,,,,,
Legal Simplicity,"New York, NY, USA",2013,Document Automation,M&A Settlement Software for Attorneys,https://legalsimplicity.co/,https://twitter.com/LegalSimplicity,n/a,http://www.crunchbase.com/organization/legal-simplicity,Legal Service Using Tech,Service Providers,margers & acquisitions
LegalCafe,"Toronto, ON, Canada",2015,Marketplace,Online community for new lawyers,http://www.legalcafe.ca/,,,,Legal Tech,Companies,LIZ
LegalCrunch,"New York, NY, USA",2013,Document Automation,LegalCrunch helps people clear their criminal records (a process called expungement) for a fraction of the cost of a lawyer by providing automated legal documents.,http://www.legalcrunch.com/,,,,,,
LegalCrunch!,East Brunswick,2013,Document Automation,Clear your criminal record.,http://www.legalcrunch.com/,https://twitter.com/LegalCrunchInfo,n/a,n/a,Legal Service Using Tech,Individuals,"criminal record, expungement, clear"
LegalEZ,"New Orleans, LA, USA",2013,Legal Education,"We are building a one of a kind beautiful, simple app for law students to use when studying, reading, writing, and using note cards. Think iBooks 3 meets Notability with some of the features of Workflowy and Inkling as well as some specific functions only relevant to the study of law.",http://www.thelawschoolapp.com/,,,,,,
